label,family,device,precision,task,benchmark_class,n_sizes,n_front,eps_min,eps_inf,alpha,lambda_star,boot_lo,boot_hi,boot_se,R2,S_range,x_range,d_aicc,status
qwen1.5 | 1xA10 | float16 | ARC-Challenge,qwen/qwen1.5,1xA10,float16,ARC-Challenge,retired,6,6,0.48687,0.342261,0.3933,0.1966,0.1083,0.3478,0.0606,0.9953,0.629,3.347,-3.91,identified
phi-3-mini-4k | 1xA10 | float32 | MATH Lvl 5,microsoft/phi-3-mini-4k,1xA10,float32,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xA10 | float32 | MMLU,microsoft/phi-3-mini-4k,1xA10,float32,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xA10 | float32 | MMLU-PRO,microsoft/phi-3-mini-4k,1xA10,float32,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xA10 | float32 | MuSR,microsoft/phi-3-mini-4k,1xA10,float32,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xA10 | float32 | Winogrande,microsoft/phi-3-mini-4k,1xA10,float32,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | bfloat16 | ARC-Challenge,microsoft/phi-3-mini-4k,1xT4,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | bfloat16 | BBH,microsoft/phi-3-mini-4k,1xT4,bfloat16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | bfloat16 | GPQA,microsoft/phi-3-mini-4k,1xT4,bfloat16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | bfloat16 | GSM8K,microsoft/phi-3-mini-4k,1xT4,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | bfloat16 | HellaSwag,microsoft/phi-3-mini-4k,1xT4,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | bfloat16 | IFEval,microsoft/phi-3-mini-4k,1xT4,bfloat16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | bfloat16 | MATH Lvl 5,microsoft/phi-3-mini-4k,1xT4,bfloat16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | bfloat16 | MMLU,microsoft/phi-3-mini-4k,1xT4,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | bfloat16 | MMLU-PRO,microsoft/phi-3-mini-4k,1xT4,bfloat16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | bfloat16 | MuSR,microsoft/phi-3-mini-4k,1xT4,bfloat16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | bfloat16 | Winogrande,microsoft/phi-3-mini-4k,1xT4,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | float16 | ARC-Challenge,microsoft/phi-3-mini-4k,1xT4,float16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | float16 | BBH,microsoft/phi-3-mini-4k,1xT4,float16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | float16 | GPQA,microsoft/phi-3-mini-4k,1xT4,float16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | float16 | GSM8K,microsoft/phi-3-mini-4k,1xT4,float16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | float16 | HellaSwag,microsoft/phi-3-mini-4k,1xT4,float16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | float16 | IFEval,microsoft/phi-3-mini-4k,1xT4,float16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | float16 | MATH Lvl 5,microsoft/phi-3-mini-4k,1xT4,float16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | float16 | MMLU,microsoft/phi-3-mini-4k,1xT4,float16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | float16 | MMLU-PRO,microsoft/phi-3-mini-4k,1xT4,float16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | float16 | MuSR,microsoft/phi-3-mini-4k,1xT4,float16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 1xT4 | float16 | Winogrande,microsoft/phi-3-mini-4k,1xT4,float16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | bfloat16 | ARC-Challenge,microsoft/phi-3-mini-4k,32vCPU-C7i,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | bfloat16 | BBH,microsoft/phi-3-mini-4k,32vCPU-C7i,bfloat16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | bfloat16 | GPQA,microsoft/phi-3-mini-4k,32vCPU-C7i,bfloat16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | bfloat16 | GSM8K,microsoft/phi-3-mini-4k,32vCPU-C7i,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | bfloat16 | HellaSwag,microsoft/phi-3-mini-4k,32vCPU-C7i,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | bfloat16 | IFEval,microsoft/phi-3-mini-4k,32vCPU-C7i,bfloat16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | bfloat16 | MATH Lvl 5,microsoft/phi-3-mini-4k,32vCPU-C7i,bfloat16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | bfloat16 | MMLU,microsoft/phi-3-mini-4k,32vCPU-C7i,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | bfloat16 | MMLU-PRO,microsoft/phi-3-mini-4k,32vCPU-C7i,bfloat16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | bfloat16 | MuSR,microsoft/phi-3-mini-4k,32vCPU-C7i,bfloat16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | bfloat16 | Winogrande,microsoft/phi-3-mini-4k,32vCPU-C7i,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float16 | ARC-Challenge,microsoft/phi-3-mini-4k,32vCPU-C7i,float16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float16 | BBH,microsoft/phi-3-mini-4k,32vCPU-C7i,float16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float16 | GPQA,microsoft/phi-3-mini-4k,32vCPU-C7i,float16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float16 | GSM8K,microsoft/phi-3-mini-4k,32vCPU-C7i,float16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float16 | HellaSwag,microsoft/phi-3-mini-4k,32vCPU-C7i,float16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float16 | IFEval,microsoft/phi-3-mini-4k,32vCPU-C7i,float16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float16 | MATH Lvl 5,microsoft/phi-3-mini-4k,32vCPU-C7i,float16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float16 | MMLU,microsoft/phi-3-mini-4k,32vCPU-C7i,float16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float16 | MMLU-PRO,microsoft/phi-3-mini-4k,32vCPU-C7i,float16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float16 | MuSR,microsoft/phi-3-mini-4k,32vCPU-C7i,float16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float16 | Winogrande,microsoft/phi-3-mini-4k,32vCPU-C7i,float16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float32 | ARC-Challenge,microsoft/phi-3-mini-4k,32vCPU-C7i,float32,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float32 | BBH,microsoft/phi-3-mini-4k,32vCPU-C7i,float32,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float32 | GPQA,microsoft/phi-3-mini-4k,32vCPU-C7i,float32,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float32 | GSM8K,microsoft/phi-3-mini-4k,32vCPU-C7i,float32,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float32 | HellaSwag,microsoft/phi-3-mini-4k,32vCPU-C7i,float32,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float32 | IFEval,microsoft/phi-3-mini-4k,32vCPU-C7i,float32,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float32 | MATH Lvl 5,microsoft/phi-3-mini-4k,32vCPU-C7i,float32,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float32 | MMLU,microsoft/phi-3-mini-4k,32vCPU-C7i,float32,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float32 | MMLU-PRO,microsoft/phi-3-mini-4k,32vCPU-C7i,float32,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float32 | MuSR,microsoft/phi-3-mini-4k,32vCPU-C7i,float32,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
phi-3-mini-4k | 32vCPU-C7i | float32 | Winogrande,microsoft/phi-3-mini-4k,32vCPU-C7i,float32,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA10 | bfloat16 | ARC-Challenge,eleutherai/pythia,1xA10,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA10 | bfloat16 | BBH,eleutherai/pythia,1xA10,bfloat16,BBH,headroom,2,2,0.97285,,,,,,,,0.005,0.625,,excluded: front shorter than six points
pythia | 1xA10 | bfloat16 | GPQA,eleutherai/pythia,1xA10,bfloat16,GPQA,headroom,2,2,0.9877,,,,,,,,0.001,0.625,,excluded: front shorter than six points
pythia | 1xA10 | bfloat16 | GSM8K,eleutherai/pythia,1xA10,bfloat16,GSM8K,retired,2,2,0.9932,,,,,,,,0.005,0.625,,excluded: front shorter than six points
pythia | 1xA10 | bfloat16 | HellaSwag,eleutherai/pythia,1xA10,bfloat16,HellaSwag,retired,2,2,0.78867,,,,,,,,0.164,0.625,,excluded: front shorter than six points
pythia | 1xA10 | bfloat16 | IFEval,eleutherai/pythia,1xA10,bfloat16,IFEval,headroom,2,2,0.78046,,,,,,,,0.048,0.625,,excluded: front shorter than six points
pythia | 1xA10 | bfloat16 | MATH Lvl 5,eleutherai/pythia,1xA10,bfloat16,MATH Lvl 5,headroom,2,2,0.99018,,,,,,,,0.001,0.625,,excluded: front shorter than six points
pythia | 1xA10 | bfloat16 | MMLU,eleutherai/pythia,1xA10,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA10 | bfloat16 | MMLU-PRO,eleutherai/pythia,1xA10,bfloat16,MMLU-PRO,headroom,2,2,0.9858,,,,,,,,0.001,0.625,,excluded: front shorter than six points
pythia | 1xA10 | bfloat16 | MuSR,eleutherai/pythia,1xA10,bfloat16,MuSR,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA10 | bfloat16 | Winogrande,eleutherai/pythia,1xA10,bfloat16,Winogrande,retired,2,2,0.9376,,,,,,,,0.033,0.625,,excluded: front shorter than six points
pythia | 1xA10 | float16 | ARC-Challenge,eleutherai/pythia,1xA10,float16,ARC-Challenge,retired,2,2,0.80547,,,,,,,,0.2,2.703,,excluded: front shorter than six points
pythia | 1xA10 | float16 | BBH,eleutherai/pythia,1xA10,float16,BBH,headroom,3,3,0.95012,,,,,,,,0.029,3.41,,excluded: front shorter than six points
pythia | 1xA10 | float16 | GPQA,eleutherai/pythia,1xA10,float16,GPQA,headroom,2,2,0.9877,,,,,,,,0.001,0.707,,excluded: front shorter than six points
pythia | 1xA10 | float16 | GSM8K,eleutherai/pythia,1xA10,float16,GSM8K,retired,3,3,0.9826,,,,,,,,0.015,3.41,,excluded: front shorter than six points
pythia | 1xA10 | float16 | HellaSwag,eleutherai/pythia,1xA10,float16,HellaSwag,retired,3,3,0.41573,,,,,,,,0.804,3.41,,excluded: front shorter than six points
pythia | 1xA10 | float16 | IFEval,eleutherai/pythia,1xA10,float16,IFEval,headroom,3,3,0.75285,,,,,,,,0.084,3.41,,excluded: front shorter than six points
pythia | 1xA10 | float16 | MATH Lvl 5,eleutherai/pythia,1xA10,float16,MATH Lvl 5,headroom,3,3,0.98338,,,,,,,,0.008,3.41,,excluded: front shorter than six points
pythia | 1xA10 | float16 | MMLU,eleutherai/pythia,1xA10,float16,MMLU,retired,2,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA10 | float16 | MMLU-PRO,eleutherai/pythia,1xA10,float16,MMLU-PRO,headroom,3,2,0.9858,,,,,,,,0.001,0.707,,excluded: front shorter than six points
pythia | 1xA10 | float16 | MuSR,eleutherai/pythia,1xA10,float16,MuSR,headroom,3,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA10 | float16 | Winogrande,eleutherai/pythia,1xA10,float16,Winogrande,retired,3,3,0.7166,,,,,,,,0.302,3.41,,excluded: front shorter than six points
pythia | 1xA10 | float32 | ARC-Challenge,eleutherai/pythia,1xA10,float32,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA10 | float32 | BBH,eleutherai/pythia,1xA10,float32,BBH,headroom,2,2,0.97285,,,,,,,,0.005,0.628,,excluded: front shorter than six points
pythia | 1xA10 | float32 | GPQA,eleutherai/pythia,1xA10,float32,GPQA,headroom,2,2,0.9877,,,,,,,,0.001,0.628,,excluded: front shorter than six points
pythia | 1xA10 | float32 | GSM8K,eleutherai/pythia,1xA10,float32,GSM8K,retired,2,2,0.9932,,,,,,,,0.005,0.628,,excluded: front shorter than six points
pythia | 1xA10 | float32 | HellaSwag,eleutherai/pythia,1xA10,float32,HellaSwag,retired,2,2,0.78867,,,,,,,,0.164,0.628,,excluded: front shorter than six points
pythia | 1xA10 | float32 | IFEval,eleutherai/pythia,1xA10,float32,IFEval,headroom,2,2,0.78046,,,,,,,,0.048,0.628,,excluded: front shorter than six points
pythia | 1xA10 | float32 | MATH Lvl 5,eleutherai/pythia,1xA10,float32,MATH Lvl 5,headroom,2,2,0.99018,,,,,,,,0.001,0.628,,excluded: front shorter than six points
pythia | 1xA10 | float32 | MMLU,eleutherai/pythia,1xA10,float32,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA10 | float32 | MMLU-PRO,eleutherai/pythia,1xA10,float32,MMLU-PRO,headroom,2,2,0.9858,,,,,,,,0.001,0.628,,excluded: front shorter than six points
pythia | 1xA10 | float32 | MuSR,eleutherai/pythia,1xA10,float32,MuSR,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA10 | float32 | Winogrande,eleutherai/pythia,1xA10,float32,Winogrande,retired,2,2,0.9376,,,,,,,,0.033,0.628,,excluded: front shorter than six points
pythia | 1xA100 | bfloat16 | ARC-Challenge,eleutherai/pythia,1xA100,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | bfloat16 | BBH,eleutherai/pythia,1xA100,bfloat16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | bfloat16 | GSM8K,eleutherai/pythia,1xA100,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | bfloat16 | HellaSwag,eleutherai/pythia,1xA100,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | bfloat16 | IFEval,eleutherai/pythia,1xA100,bfloat16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | bfloat16 | MATH Lvl 5,eleutherai/pythia,1xA100,bfloat16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | bfloat16 | MMLU,eleutherai/pythia,1xA100,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | bfloat16 | MMLU-PRO,eleutherai/pythia,1xA100,bfloat16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | bfloat16 | MuSR,eleutherai/pythia,1xA100,bfloat16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | bfloat16 | Winogrande,eleutherai/pythia,1xA100,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | float16 | ARC-Challenge,eleutherai/pythia,1xA100,float16,ARC-Challenge,retired,2,2,0.80547,,,,,,,,0.2,1.497,,excluded: front shorter than six points
pythia | 1xA100 | float16 | BBH,eleutherai/pythia,1xA100,float16,BBH,headroom,3,3,0.95012,,,,,,,,0.029,2.094,,excluded: front shorter than six points
pythia | 1xA100 | float16 | GPQA,eleutherai/pythia,1xA100,float16,GPQA,headroom,2,2,0.9877,,,,,,,,0.001,0.597,,excluded: front shorter than six points
pythia | 1xA100 | float16 | GSM8K,eleutherai/pythia,1xA100,float16,GSM8K,retired,3,3,0.9826,,,,,,,,0.015,2.094,,excluded: front shorter than six points
pythia | 1xA100 | float16 | HellaSwag,eleutherai/pythia,1xA100,float16,HellaSwag,retired,3,3,0.41573,,,,,,,,0.804,2.094,,excluded: front shorter than six points
pythia | 1xA100 | float16 | IFEval,eleutherai/pythia,1xA100,float16,IFEval,headroom,3,3,0.75285,,,,,,,,0.084,2.094,,excluded: front shorter than six points
pythia | 1xA100 | float16 | MATH Lvl 5,eleutherai/pythia,1xA100,float16,MATH Lvl 5,headroom,3,3,0.98338,,,,,,,,0.008,2.094,,excluded: front shorter than six points
pythia | 1xA100 | float16 | MMLU,eleutherai/pythia,1xA100,float16,MMLU,retired,2,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | float16 | MMLU-PRO,eleutherai/pythia,1xA100,float16,MMLU-PRO,headroom,3,2,0.9858,,,,,,,,0.001,0.597,,excluded: front shorter than six points
pythia | 1xA100 | float16 | MuSR,eleutherai/pythia,1xA100,float16,MuSR,headroom,3,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | float16 | Winogrande,eleutherai/pythia,1xA100,float16,Winogrande,retired,3,3,0.7166,,,,,,,,0.302,2.094,,excluded: front shorter than six points
pythia | 1xA100 | float32 | ARC-Challenge,eleutherai/pythia,1xA100,float32,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | float32 | BBH,eleutherai/pythia,1xA100,float32,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | float32 | GSM8K,eleutherai/pythia,1xA100,float32,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | float32 | HellaSwag,eleutherai/pythia,1xA100,float32,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | float32 | IFEval,eleutherai/pythia,1xA100,float32,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | float32 | MATH Lvl 5,eleutherai/pythia,1xA100,float32,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | float32 | MMLU,eleutherai/pythia,1xA100,float32,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | float32 | MMLU-PRO,eleutherai/pythia,1xA100,float32,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | float32 | MuSR,eleutherai/pythia,1xA100,float32,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xA100 | float32 | Winogrande,eleutherai/pythia,1xA100,float32,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xT4 | bfloat16 | ARC-Challenge,eleutherai/pythia,1xT4,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xT4 | bfloat16 | BBH,eleutherai/pythia,1xT4,bfloat16,BBH,headroom,2,2,0.97285,,,,,,,,0.005,0.621,,excluded: front shorter than six points
pythia | 1xT4 | bfloat16 | GPQA,eleutherai/pythia,1xT4,bfloat16,GPQA,headroom,2,2,0.9877,,,,,,,,0.001,0.621,,excluded: front shorter than six points
pythia | 1xT4 | bfloat16 | GSM8K,eleutherai/pythia,1xT4,bfloat16,GSM8K,retired,2,2,0.9932,,,,,,,,0.005,0.621,,excluded: front shorter than six points
pythia | 1xT4 | bfloat16 | HellaSwag,eleutherai/pythia,1xT4,bfloat16,HellaSwag,retired,2,2,0.78867,,,,,,,,0.164,0.621,,excluded: front shorter than six points
pythia | 1xT4 | bfloat16 | IFEval,eleutherai/pythia,1xT4,bfloat16,IFEval,headroom,2,2,0.78046,,,,,,,,0.048,0.621,,excluded: front shorter than six points
pythia | 1xT4 | bfloat16 | MATH Lvl 5,eleutherai/pythia,1xT4,bfloat16,MATH Lvl 5,headroom,2,2,0.99018,,,,,,,,0.001,0.621,,excluded: front shorter than six points
pythia | 1xT4 | bfloat16 | MMLU,eleutherai/pythia,1xT4,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xT4 | bfloat16 | MMLU-PRO,eleutherai/pythia,1xT4,bfloat16,MMLU-PRO,headroom,2,2,0.9858,,,,,,,,0.001,0.621,,excluded: front shorter than six points
pythia | 1xT4 | bfloat16 | MuSR,eleutherai/pythia,1xT4,bfloat16,MuSR,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xT4 | bfloat16 | Winogrande,eleutherai/pythia,1xT4,bfloat16,Winogrande,retired,2,2,0.9376,,,,,,,,0.033,0.621,,excluded: front shorter than six points
pythia | 1xT4 | float16 | ARC-Challenge,eleutherai/pythia,1xT4,float16,ARC-Challenge,retired,2,2,0.80547,,,,,,,,0.2,0.967,,excluded: front shorter than six points
pythia | 1xT4 | float16 | BBH,eleutherai/pythia,1xT4,float16,BBH,headroom,3,3,0.95012,,,,,,,,0.029,1.651,,excluded: front shorter than six points
pythia | 1xT4 | float16 | GPQA,eleutherai/pythia,1xT4,float16,GPQA,headroom,2,2,0.9877,,,,,,,,0.001,0.684,,excluded: front shorter than six points
pythia | 1xT4 | float16 | GSM8K,eleutherai/pythia,1xT4,float16,GSM8K,retired,3,3,0.9826,,,,,,,,0.015,1.651,,excluded: front shorter than six points
pythia | 1xT4 | float16 | HellaSwag,eleutherai/pythia,1xT4,float16,HellaSwag,retired,3,3,0.41573,,,,,,,,0.804,1.651,,excluded: front shorter than six points
pythia | 1xT4 | float16 | IFEval,eleutherai/pythia,1xT4,float16,IFEval,headroom,3,3,0.75285,,,,,,,,0.084,1.651,,excluded: front shorter than six points
pythia | 1xT4 | float16 | MATH Lvl 5,eleutherai/pythia,1xT4,float16,MATH Lvl 5,headroom,3,3,0.98338,,,,,,,,0.008,1.651,,excluded: front shorter than six points
pythia | 1xT4 | float16 | MMLU,eleutherai/pythia,1xT4,float16,MMLU,retired,2,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xT4 | float16 | MMLU-PRO,eleutherai/pythia,1xT4,float16,MMLU-PRO,headroom,3,2,0.9858,,,,,,,,0.001,0.684,,excluded: front shorter than six points
pythia | 1xT4 | float16 | MuSR,eleutherai/pythia,1xT4,float16,MuSR,headroom,3,1,,,,,,,,,,,,excluded: front shorter than six points
pythia | 1xT4 | float16 | Winogrande,eleutherai/pythia,1xT4,float16,Winogrande,retired,3,3,0.7166,,,,,,,,0.302,1.651,,excluded: front shorter than six points
pythia | 1xT4 | float32 | ARC-Challenge,eleutherai/pythia,1xT4,float32,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
